id,quality
23369572,5.74231018215
21797700,7.57379703463
21517172,8.68120967126
21482979,9.29980741666
21463917,8.42567452191
19664047,10.7756939177
19638281,8.78881361895
17755707,8.83676754997
17679301,9.16802843543
17557801,9.66723775377
17325162,5.61597126175
17244111,8.33298143305
16898218,8.94962200818
16655184,9.99861066735
16161932,7.22850886033
16081834,5.5356520629
15833859,9.57413103837
15792066,9.34360438809
15731304,8.87535523955
15715929,5.74536881317
15691804,7.34565538764
15670741,8.77084625403
15658275,6.31139471156
15654530,8.88657546076
15649708,3.29669033451
15645554,9.03285972476
15640167,5.87678299008
15629746,5.05262442621
15620386,8.86886867645
15575832,7.21206435792
15529227,7.14646135248
15527049,4.13066951552
15517259,8.81027650945
15488863,7.24139132403
15163279,7.65287987005
14918579,8.14595965906
14744196,7.18608285456
14733902,9.82267752498
14693274,6.84538125716
14270702,8.69174101419
13652653,7.90354226911
13444398,8.27569765667
13419168,7.74351522748
13414800,6.87928429998
13401246,8.32115173139
13397259,8.06315655764
13393345,8.01733103272
13387311,5.15930606865
13384545,8.53959560953
13381480,9.24614482491
13369759,6.29092142427
13354478,9.80462646993
12904762,6.21442732953
12820622,9.07242304502
12664175,9.22245463709
12323791,9.08278905491
12125071,4.92898593953
12095316,9.17678527474
12090704,0.611250050901
12016794,4.10359370416
11877924,6.75474344249
11846705,6.43021081425
11825881,6.70265010868
11804607,5.13119449491
11747118,3.65286591514
11745852,9.60404610382
11732160,7.27213101865
11722884,6.63102865533
11698449,8.71790134674
11660667,8.57757973823
11607009,8.19399564718
11577560,10.1746081334
10169193,9.36926229309
3975777,4.98821342261
3699288,7.60135349505
3629025,4.91811905408
3179665,6.92799230542
3165736,8.20138146676
3163379,3.52739330618
3146686,6.88054159279
2995240,7.902375218
2994361,8.22849796514
2950731,6.06542404996
2923693,6.97559360911
2806599,7.29100873887
2729491,9.1121068078
2723286,7.94056786398
2715127,9.25831891346
2366569,8.4312925334
2261825,8.55119003234
2097725,6.74724503186
2086384,5.56851756685
1971628,9.7087734672
19855607,9.55901988075
19302623,8.93206904498
19147829,6.676562324
18046968,7.68783975807
17954506,9.03847251918
17950445,8.60667043759
17905476,8.25188345953
17901580,9.60374720447
17722394,6.28779303762
17474313,10.8973480113
17418756,8.88769245213
16879982,11.3469243321
16809938,6.1323866527
16795262,9.83560988813
16388573,4.82613502916
15177123,6.85537321892
15160895,9.8623125749
15037547,4.72303231031
14995353,5.94860291873
14563587,6.40719635258
14241192,11.6197131192
14131981,1.21416010741
14070474,10.2122776983
13968182,10.2506076262
13959545,6.41209942094
13934647,8.29158582592
13923635,9.13573354615
13908865,8.15764703172
13905314,8.80138371706
13905306,8.32491428889
13905303,8.32491428889
13049336,7.76251886764
13026069,6.66974860518
13016194,6.33794699206
13003348,8.35320389851
12239433,8.54766154941
12164365,5.53389111712
12089760,9.33364422479
11982483,8.57868626537
11699286,10.3335675962
11568224,8.27663332784
11336051,7.77033687462
11335087,5.36716669642
11329367,8.17413234139
11293162,7.46340242589
11047502,8.80807175015
10851165,8.32369922494
10850585,8.82400521679
10661231,7.85700157322
4032166,4.71567378288
3700841,9.73063423138
3665715,6.89776325293
3588265,8.59023457002
3542806,9.61920546392
3413841,6.85247754697
3150649,6.39434290174
3134795,8.59136919761
3101754,8.45829851527
3022970,9.00578410122
2979945,8.17189834971
2717543,9.78748593926
2716998,7.68000267138
2396950,7.03559157431
2359765,9.26557353324
1962384,8.51960074948
1949129,8.69627638428
1560764,7.80413387269
20959200,9.05042866823
20750806,6.39245492245
20583731,3.71841064984
19650223,6.46827278178
19604920,7.76073576185
19487946,6.55380350267
19443371,6.06689408509
19428344,8.51827482998
17547182,10.3939149263
17530383,5.46475409997
17509876,6.9321300237
17432540,7.45150719029
17414485,9.38956859683
15712381,7.65461603255
15632086,6.22041706599
15576287,6.34085057829
15347362,9.56321545851
15334621,10.1286365105
15321161,8.03186992293
15319350,7.27955619933
15319132,7.15552602783
15298713,9.06928854081
15280051,9.21961116379
15191207,10.8473775572
15178303,6.82915382295
15154933,6.95687658128
15105156,6.61868063185
15104915,5.0386114488
15069288,6.1544026529
15045236,7.2204727473
14988696,7.21257596101
14958337,7.03692462492
14901489,7.20279397774
13978462,8.42815806283
13955213,7.06512249673
13953301,6.65247162681
13950237,7.93754206695
13945858,8.84518082677
13939969,6.41969333328
13929674,8.65207967642
13908833,8.90376147221
13907904,9.04117767349
13903290,6.07857678692
13890594,7.51984841647
13875728,6.54451127124
13870935,11.4594809108
13810348,8.86631515217
13797448,8.54800466766
13788563,8.53802728041
13748036,8.76526009258
13700668,9.49108046974
13671766,5.32542119698
13552841,9.02288276561
13443935,9.18822063573
13183014,6.94371391197
13095415,7.77543469956
13032773,8.21205149558
12996260,5.28014979513
12923827,6.27569251658
12192208,8.89661729957
12187558,8.9390587609
10027831,5.85821871451
4024458,8.38124853693
3975783,9.07193346232
3975461,7.39509457475
3952806,9.74668306202
3867985,7.40075256625
23973138,8.69639393877
23847151,8.97229742367
23793486,8.29427792439
23793433,9.11869215444
23349001,7.43158688135
23115720,9.47271198921
23037017,9.48497940633
23014948,7.81249306269
22991637,9.00752155131
22944580,7.816328583
22886271,9.46972011974
22094842,10.3667540654
21917064,10.0853914937
21508878,10.5116212112
21490106,9.06649085902
21481173,9.73973189819
21463866,9.30878897761
21381530,10.4484994248
20612380,9.5341594282
20489956,8.96045626052
20470147,7.83020669796
20420331,6.32820207497
19947859,11.1518068066
19459993,10.1700391135
18417069,9.15297114009
18414049,10.0055633698
18090167,8.63513440801
17970169,7.56958505203
17718967,7.9336100093
17704623,8.40398315682
17699005,7.03347565052
17561044,10.0023016687
17013805,8.35637909921
17002212,8.33308090844
16930473,11.2353878525
16018284,8.97869594894
15676263,9.33066004737
14302062,9.8626926976
15282939,9.94459849254
14991367,8.03008812176
14547118,6.550524111
14177761,7.94125034187
13910550,10.7047601063
13845321,9.19258620297
13701127,7.67676763158
13617208,9.76436954252
13598680,8.03674564985
13136486,9.18483309103
13069575,8.68448715294
13026603,10.333476955
12765758,8.16603741822
12741114,7.76009455146
12345324,9.87039790769
12086312,9.28164047903
11813947,9.87927800954
11684855,9.55983643389
11635121,7.37433447537
11178656,9.45139157538
11112235,6.57513581524
10645890,9.59261805699
3992762,8.68968924519
3527150,8.7228198981
3401667,8.34888393314
2049109,8.93531178348
1519177,9.61611469697
24255726,5.9302474779
24245717,6.69887307599
23881814,6.75891214562
23561047,7.51086232446
23342839,3.45063249901
22977696,5.68300950077
22665871,4.17905040426
22455688,4.96969094239
22355407,5.45238140972
22333726,3.60922473085
22245097,9.07080128759
22226974,7.78843749772
20752014,8.2592080519
20560936,4.04178052461
20560749,8.06965219445
20556605,6.58069965087
20090809,8.68247289057
20038773,7.08190326888
19942653,7.59578603558
19318380,7.46035063798
18806833,7.58089149435
18644267,5.65883018894
18439403,6.37760895739
18048307,4.37602821665
17698222,7.03645228166
17677615,3.54539953841
12965240,9.49359524799
17567433,5.05498209777
17521647,7.16756915997
17512017,8.28330962617
17256151,6.16823212569
17052380,7.52201430388
16464587,7.48650577432
16263929,6.55708283976
15737054,7.07250575473
15672887,8.19931465818
15669979,9.50425277895
15653679,7.18665066331
15573707,3.93007655148
15209864,2.7214059172
15036850,7.4551691367
14800169,8.69690522311
14733895,7.64884706908
14407380,7.81943864428
14385307,6.51075205798
14337428,4.19167305885
14138131,2.97652576107
13941897,9.46742764686
13870619,9.35713073203
13481531,6.54039767021
13274867,7.19994426431
13189684,7.24572642638
13005413,7.12555383645
12164319,3.94608404779
11951757,5.00098722944
11821357,4.52212772627
11724056,8.42241645984
11701952,3.66011381329
11658077,6.79739683082
