id,quality
23369572,6.01124054158
21797700,7.61202047893
21517172,8.96612498592
21482979,9.51637722855
21463917,8.41839516865
19664047,10.3859457929
19638281,9.12221653708
17755707,8.71855089887
17679301,8.92905008116
17557801,9.2432235094
17325162,5.40572797111
17244111,8.33822999904
16898218,9.12251219066
16655184,10.110081128
16161932,6.79684131476
16081834,5.42059477441
15833859,9.16347648024
15792066,9.07262158997
15731304,9.23776474753
15715929,5.59621944089
15691804,7.54396758837
15670741,9.05427801537
15658275,5.76198585206
15654530,8.66154009033
15649708,2.70404400446
15645554,8.66819210656
15640167,5.55422135309
15629746,5.05035282901
15620386,8.54903513792
15575832,7.63803581627
15529227,7.52780901356
15527049,4.1407539459
15517259,9.33844017287
15488863,7.74025515198
15163279,7.65219069458
14918579,7.75893796209
14744196,6.95247047127
14733902,10.190415096
14693274,6.6785591123
14270702,8.45280655441
13652653,8.24926415833
13444398,8.80659957828
13419168,7.65910220708
13414800,6.92753222379
13401246,7.51628258469
13397259,8.10908324673
13393345,7.86189190689
13387311,4.67255515633
13384545,8.32060189958
13381480,9.23285828067
13369759,6.6546974404
13354478,9.73254222831
12904762,7.13786347951
12820622,9.18382720738
12664175,8.67659612429
12323791,8.83488432253
12125071,4.61309029482
12095316,8.21452147726
12090704,0.217854246397
12016794,5.01780578318
11877924,6.48221820688
11846705,6.54970681145
11825881,7.07172175623
11804607,6.06233817492
11747118,4.04263901516
11745852,9.5404844992
11732160,6.63086831901
11722884,6.46252406005
11698449,9.14153789758
11660667,8.24587737715
11607009,8.0068166388
11577560,9.89470774991
10169193,9.18506226112
3975777,4.37540938
3699288,7.52773949213
3629025,4.71679281931
3179665,7.04948891009
3165736,8.29358739115
3163379,2.91692004938
3146686,6.82672672716
2995240,7.73333040072
2994361,8.30688484927
2950731,5.27990665207
2923693,6.56964539564
2806599,7.9601774322
2729491,9.09711125817
2723286,8.094691487
2715127,9.27418551698
2366569,8.14347471128
2261825,8.16073410007
2097725,6.69566366653
2086384,4.97954527536
1971628,9.45007979641
19855607,9.38632857594
19302623,9.04929027305
19147829,6.53668052161
18046968,7.55287616112
17954506,8.74915212857
17950445,8.45854209623
17905476,8.33526859258
17901580,9.69541382785
17722394,5.76354024104
17474313,10.9777220975
17418756,8.93518960047
16879982,11.6565540503
16809938,6.56888350195
16795262,9.59548644858
16388573,4.80524358618
15177123,6.40408732022
15160895,10.2297086881
15037547,4.45603897548
14995353,5.67049878464
14563587,5.9494818289
14241192,12.0530934161
14131981,1.0363215994
14070474,10.334191144
13968182,10.104780373
13959545,6.40487932468
13934647,7.50191245903
13923635,9.54111947718
13908865,8.03410807754
13905314,8.9602597114
13905306,8.70931103172
13905303,8.70931103172
13049336,7.73806795685
13026069,7.49729405047
13016194,5.97862001812
13003348,8.12506163326
12239433,8.43604700038
12164365,6.17502066562
12089760,8.82458706699
11982483,9.10151984283
11699286,10.4979269211
11568224,8.14158867187
11336051,8.35127822322
11335087,4.57579182281
11329367,8.18915685696
11293162,7.39571304634
11047502,8.73449471817
10851165,8.54454672195
10850585,8.91158949892
10661231,7.83275785946
4032166,4.6256245432
3700841,10.2046537604
3665715,7.17711811093
3588265,8.70587887007
3542806,9.7777231321
3413841,6.90011025519
3150649,7.15560033575
3134795,8.15177062524
3101754,8.16165228767
3022970,8.79104969123
2979945,8.054645913
2717543,10.0749125266
2716998,7.71133090982
2396950,6.79875455233
2359765,9.50046890572
1962384,8.5667532264
1949129,8.75251719901
1560764,8.30525912095
20959200,9.29249040689
20750806,5.97541603282
20583731,3.83323872134
19650223,7.31855079744
